Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,830655,-,-,-,34.04,-118.25,-8,84,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2023,1,1,0,0,12.3,0.8,0.063,0.64,0,0,0,8,3,11,0,0,8,0,0.315,91.61,168.94,0.9400000000000001,0.15,980,2,242,5.4
2023,1,1,0,10,12.200000000000001,0.8,0.063,0.64,0,0,0,8,3,11,0,0,8,0,0.316,92.21000000000001,168.58,0.9400000000000001,0.15,980,1.9000000000000001,243,5.300000000000001
2023,1,1,0,20,12.100000000000001,0.8,0.063,0.64,0,0,0,8,3,11,0,0,8,0,0.316,92.82000000000001,167.82,0.9400000000000001,0.15,980,1.9000000000000001,245,5.1000000000000005
2023,1,1,0,30,12,0.8,0.063,0.64,0,0,0,8,3,11,0,0,8,0,0.316,93.43,166.74,0.9500000000000001,0.15,980,1.9000000000000001,247,5
2023,1,1,0,40,11.9,0.79,0.095,0.64,0,0,0,8,3,10.3,0,0,8,0,0.317,90.08,165.41,0.9500000000000001,0.15,980,1.8,248,4.800000000000001
2023,1,1,0,50,11.8,0.79,0.095,0.64,0,0,0,8,3,10.3,0,0,8,0,0.317,90.68,163.89000000000001,0.9500000000000001,0.15,980,1.8,250,4.6000000000000005
2023,1,1,1,0,11.8,0.79,0.095,0.64,0,0,0,8,3,10.3,0,0,8,0,0.318,90.58,162.24,0.96,0.15,979,1.8,252,4.5
2023,1,1,1,10,11.700000000000001,0.79,0.095,0.64,0,0,0,8,3,10.3,0,0,8,0,0.318,91.18,160.48,0.9500000000000001,0.15,979,1.7000000000000002,254,4.4
2023,1,1,1,20,11.700000000000001,0.79,0.095,0.64,0,0,0,8,3,10.3,0,0,8,0,0.318,91.18,158.64000000000001,0.9500000000000001,0.15,979,1.7000000000000002,256,4.3
2023,1,1,1,30,11.600000000000001,0.79,0.095,0.64,0,0,0,8,3,10.3,0,0,8,0,0.319,91.79,156.75,0.9500000000000001,0.15,979,1.7000000000000002,257,4.2
2023,1,1,1,40,11.600000000000001,0.84,0.08700000000000001,0.64,0,0,0,8,3,10.100000000000001,0,0,8,0,0.319,90.45,154.81,0.9500000000000001,0.15,979,1.7000000000000002,259,4.1000000000000005
2023,1,1,1,50,11.5,0.84,0.08700000000000001,0.64,0,0,0,8,3,10.100000000000001,0,0,8,0,0.319,91.05,152.84,0.9500000000000001,0.15,979,1.6,261,4
2023,1,1,2,0,11.5,0.84,0.08700000000000001,0.64,0,0,0,8,3,10.100000000000001,0,0,8,0,0.319,91.05,150.84,0.9500000000000001,0.15,979,1.6,263,3.9000000000000004
2023,1,1,2,10,11.5,0.84,0.08700000000000001,0.64,0,0,0,8,3,10.100000000000001,0,0,8,0,0.32,91.05,148.82,0.9500000000000001,0.15,979,1.6,266,3.9000000000000004
2023,1,1,2,20,11.4,0.84,0.08700000000000001,0.64,0,0,0,8,3,10.100000000000001,0,0,8,0,0.321,91.65,146.79,0.9400000000000001,0.15,979,1.5,268,3.9000000000000004
2023,1,1,2,30,11.4,0.84,0.08700000000000001,0.64,0,0,0,8,3,10.100000000000001,0,0,8,0,0.321,91.65,144.74,0.9400000000000001,0.15,979,1.5,271,3.8000000000000003
2023,1,1,2,40,11.3,0.9,0.078,0.64,0,0,0,8,3,9.700000000000001,0,0,8,0,0.322,89.94,142.68,0.9400000000000001,0.15,979,1.5,273,3.8000000000000003
2023,1,1,2,50,11.3,0.9,0.078,0.64,0,0,0,8,3,9.700000000000001,0,0,8,0,0.322,89.94,140.62,0.9400000000000001,0.15,979,1.4000000000000001,276,3.8000000000000003
2023,1,1,3,0,11.3,0.9,0.078,0.64,0,0,0,8,3,9.700000000000001,0,0,8,0,0.323,89.94,138.56,0.9400000000000001,0.15,979,1.4000000000000001,278,3.8000000000000003
2023,1,1,3,10,11.200000000000001,0.9,0.078,0.64,0,0,0,8,3,9.700000000000001,0,0,8,0,0.324,90.54,136.49,0.9400000000000001,0.15,979,1.4000000000000001,280,3.8000000000000003
2023,1,1,3,20,11.100000000000001,0.9,0.078,0.64,0,0,0,8,3,9.700000000000001,0,0,8,0,0.324,91.14,134.42000000000002,0.9400000000000001,0.15,979,1.4000000000000001,282,3.8000000000000003
2023,1,1,3,30,11.100000000000001,0.9,0.078,0.64,0,0,0,8,3,9.700000000000001,0,0,8,0,0.325,91.14,132.34,0.9400000000000001,0.15,979,1.3,284,3.7
2023,1,1,3,40,11,1.01,0.077,0.64,0,0,0,8,3,9.1,0,0,8,0,0.325,87.99,130.27,0.9400000000000001,0.15,979,1.3,286,3.7
2023,1,1,3,50,10.9,1.01,0.077,0.64,0,0,0,8,3,9.1,0,0,8,0,0.326,88.57000000000001,128.21,0.9400000000000001,0.15,979,1.3,288,3.7
2023,1,1,4,0,10.9,1.01,0.077,0.64,0,0,0,8,3,9.1,0,0,8,0,0.327,88.57000000000001,126.14,0.9400000000000001,0.15,979,1.3,290,3.7
2023,1,1,4,10,10.700000000000001,1.01,0.077,0.64,0,0,0,8,3,9.1,0,0,8,0,0.327,89.75,124.08,0.9400000000000001,0.15,979,1.2000000000000002,291,3.6
2023,1,1,4,20,10.5,1.01,0.077,0.64,0,0,0,8,3,9.1,0,0,8,0,0.327,90.95,122.03,0.93,0.15,979,1.2000000000000002,292,3.5
