Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1021771,-,-,-,32.8,-115.57,-8,-14,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.0
Year,Month,Day,Hour,Minute,Temperature,Alpha,AOD,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2022,1,1,0,0,9.8,0.85,0.055,0.63,0,0,0,0,0,7.2,0,0,0,0,0.292,83.97,169.70000000000002,0.9400000000000001,0.2,1007,1.1,292,2.6
2022,1,1,0,10,9.700000000000001,0.85,0.055,0.63,0,0,0,0,0,7.2,0,0,0,0,0.292,84.54,168.83,0.9400000000000001,0.2,1007,1.1,295,2.6
2022,1,1,0,20,9.700000000000001,0.85,0.055,0.63,0,0,0,0,0,7.2,0,0,0,0,0.292,84.62,167.62,0.9400000000000001,0.2,1008,1.1,298,2.6
2022,1,1,0,30,9.700000000000001,0.85,0.055,0.63,0,0,0,0,0,7.2,0,0,0,0,0.292,84.62,166.17000000000002,0.9400000000000001,0.2,1008,1.1,301,2.6
2022,1,1,0,40,9.600000000000001,0.89,0.056,0.63,0,0,0,0,0,6.5,0,0,0,0,0.292,81.25,164.54,0.9400000000000001,0.2,1008,1.1,304,2.7
2022,1,1,0,50,9.600000000000001,0.89,0.056,0.63,0,0,0,0,0,6.5,0,0,0,0,0.292,81.25,162.78,0.9400000000000001,0.2,1008,1.1,307,2.7
2022,1,1,1,0,9.5,0.89,0.056,0.63,0,0,0,0,0,6.6000000000000005,0,0,0,0,0.292,81.88,160.93,0.9400000000000001,0.2,1009,1.1,310,2.7
2022,1,1,1,10,9.5,0.89,0.056,0.63,0,0,0,0,0,6.6000000000000005,0,0,0,0,0.292,81.88,159.02,0.93,0.2,1009,1,313,2.8000000000000003
2022,1,1,1,20,9.5,0.89,0.056,0.63,0,0,0,0,0,6.6000000000000005,0,0,0,0,0.291,81.88,157.06,0.93,0.2,1009,1,315,2.8000000000000003
2022,1,1,1,30,9.5,0.89,0.056,0.63,0,0,0,0,0,6.6000000000000005,0,0,0,0,0.291,81.88,155.06,0.93,0.2,1009,1,317,2.9000000000000004
