interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2018-06-21T01:05:00-07:00,2018-06-21 08:05:00+00:00,2018-06-21T01:10:00-07:00,2018-06-21 08:10:00+00:00,23926
2018-06-21T01:10:00-07:00,2018-06-21 08:10:00+00:00,2018-06-21T01:15:00-07:00,2018-06-21 08:15:00+00:00,23870
2018-06-21T01:15:00-07:00,2018-06-21 08:15:00+00:00,2018-06-21T01:20:00-07:00,2018-06-21 08:20:00+00:00,23734
2018-06-21T01:20:00-07:00,2018-06-21 08:20:00+00:00,2018-06-21T01:25:00-07:00,2018-06-21 08:25:00+00:00,23608
2018-06-21T01:25:00-07:00,2018-06-21 08:25:00+00:00,2018-06-21T01:30:00-07:00,2018-06-21 08:30:00+00:00,23533
2018-06-21T01:30:00-07:00,2018-06-21 08:30:00+00:00,2018-06-21T01:35:00-07:00,2018-06-21 08:35:00+00:00,23470
2018-06-21T01:35:00-07:00,2018-06-21 08:35:00+00:00,2018-06-21T01:40:00-07:00,2018-06-21 08:40:00+00:00,23383
2018-06-21T01:40:00-07:00,2018-06-21 08:40:00+00:00,2018-06-21T01:45:00-07:00,2018-06-21 08:45:00+00:00,23273
2018-06-21T01:45:00-07:00,2018-06-21 08:45:00+00:00,2018-06-21T01:50:00-07:00,2018-06-21 08:50:00+00:00,23167
2018-06-21T01:50:00-07:00,2018-06-21 08:50:00+00:00,2018-06-21T01:55:00-07:00,2018-06-21 08:55:00+00:00,23069
2018-06-21T01:55:00-07:00,2018-06-21 08:55:00+00:00,2018-06-21T02:00:00-07:00,2018-06-21 09:00:00+00:00,23005
2018-06-21T02:00:00-07:00,2018-06-21 09:00:00+00:00,2018-06-21T02:05:00-07:00,2018-06-21 09:05:00+00:00,22946
2018-06-21T02:05:00-07:00,2018-06-21 09:05:00+00:00,2018-06-21T02:10:00-07:00,2018-06-21 09:10:00+00:00,22891
2018-06-21T02:10:00-07:00,2018-06-21 09:10:00+00:00,2018-06-21T02:15:00-07:00,2018-06-21 09:15:00+00:00,22906
2018-06-21T02:15:00-07:00,2018-06-21 09:15:00+00:00,2018-06-21T02:20:00-07:00,2018-06-21 09:20:00+00:00,22808
2018-06-21T02:20:00-07:00,2018-06-21 09:20:00+00:00,2018-06-21T02:25:00-07:00,2018-06-21 09:25:00+00:00,22726
2018-06-21T02:25:00-07:00,2018-06-21 09:25:00+00:00,2018-06-21T02:30:00-07:00,2018-06-21 09:30:00+00:00,22690
2018-06-21T02:30:00-07:00,2018-06-21 09:30:00+00:00,2018-06-21T02:35:00-07:00,2018-06-21 09:35:00+00:00,22612
2018-06-21T02:35:00-07:00,2018-06-21 09:35:00+00:00,2018-06-21T02:40:00-07:00,2018-06-21 09:40:00+00:00,22553
2018-06-21T02:40:00-07:00,2018-06-21 09:40:00+00:00,2018-06-21T02:45:00-07:00,2018-06-21 09:45:00+00:00,22504
2018-06-21T02:45:00-07:00,2018-06-21 09:45:00+00:00,2018-06-21T02:50:00-07:00,2018-06-21 09:50:00+00:00,22459
2018-06-21T02:50:00-07:00,2018-06-21 09:50:00+00:00,2018-06-21T02:55:00-07:00,2018-06-21 09:55:00+00:00,22428
2018-06-21T02:55:00-07:00,2018-06-21 09:55:00+00:00,2018-06-21T03:00:00-07:00,2018-06-21 10:00:00+00:00,22384
2018-06-21T03:00:00-07:00,2018-06-21 10:00:00+00:00,2018-06-21T03:05:00-07:00,2018-06-21 10:05:00+00:00,22315
2018-06-21T03:05:00-07:00,2018-06-21 10:05:00+00:00,2018-06-21T03:10:00-07:00,2018-06-21 10:10:00+00:00,22305
2018-06-21T03:10:00-07:00,2018-06-21 10:10:00+00:00,2018-06-21T03:15:00-07:00,2018-06-21 10:15:00+00:00,22314
2018-06-21T03:15:00-07:00,2018-06-21 10:15:00+00:00,2018-06-21T03:20:00-07:00,2018-06-21 10:20:00+00:00,22283
2018-06-21T03:20:00-07:00,2018-06-21 10:20:00+00:00,2018-06-21T03:25:00-07:00,2018-06-21 10:25:00+00:00,22234
2018-06-21T03:25:00-07:00,2018-06-21 10:25:00+00:00,2018-06-21T03:30:00-07:00,2018-06-21 10:30:00+00:00,22193
2018-06-21T03:30:00-07:00,2018-06-21 10:30:00+00:00,2018-06-21T03:35:00-07:00,2018-06-21 10:35:00+00:00,22160
2018-06-21T03:35:00-07:00,2018-06-21 10:35:00+00:00,2018-06-21T03:40:00-07:00,2018-06-21 10:40:00+00:00,22144
2018-06-21T03:40:00-07:00,2018-06-21 10:40:00+00:00,2018-06-21T03:45:00-07:00,2018-06-21 10:45:00+00:00,22145
2018-06-21T03:45:00-07:00,2018-06-21 10:45:00+00:00,2018-06-21T03:50:00-07:00,2018-06-21 10:50:00+00:00,22142
2018-06-21T03:50:00-07:00,2018-06-21 10:50:00+00:00,2018-06-21T03:55:00-07:00,2018-06-21 10:55:00+00:00,22148
2018-06-21T03:55:00-07:00,2018-06-21 10:55:00+00:00,2018-06-21T04:00:00-07:00,2018-06-21 11:00:00+00:00,22125
2018-06-21T04:00:00-07:00,2018-06-21 11:00:00+00:00,2018-06-21T04:05:00-07:00,2018-06-21 11:05:00+00:00,22126
2018-06-21T04:05:00-07:00,2018-06-21 11:05:00+00:00,2018-06-21T04:10:00-07:00,2018-06-21 11:10:00+00:00,22210
2018-06-21T04:10:00-07:00,2018-06-21 11:10:00+00:00,2018-06-21T04:15:00-07:00,2018-06-21 11:15:00+00:00,22276
2018-06-21T04:15:00-07:00,2018-06-21 11:15:00+00:00,2018-06-21T04:20:00-07:00,2018-06-21 11:20:00+00:00,22296
2018-06-21T04:20:00-07:00,2018-06-21 11:20:00+00:00,2018-06-21T04:25:00-07:00,2018-06-21 11:25:00+00:00,22327
2018-06-21T04:25:00-07:00,2018-06-21 11:25:00+00:00,2018-06-21T04:30:00-07:00,2018-06-21 11:30:00+00:00,22369
2018-06-21T04:30:00-07:00,2018-06-21 11:30:00+00:00,2018-06-21T04:35:00-07:00,2018-06-21 11:35:00+00:00,22381
2018-06-21T04:35:00-07:00,2018-06-21 11:35:00+00:00,2018-06-21T04:40:00-07:00,2018-06-21 11:40:00+00:00,22425
2018-06-21T04:40:00-07:00,2018-06-21 11:40:00+00:00,2018-06-21T04:45:00-07:00,2018-06-21 11:45:00+00:00,22501
2018-06-21T04:45:00-07:00,2018-06-21 11:45:00+00:00,2018-06-21T04:50:00-07:00,2018-06-21 11:50:00+00:00,22515
2018-06-21T04:50:00-07:00,2018-06-21 11:50:00+00:00,2018-06-21T04:55:00-07:00,2018-06-21 11:55:00+00:00,22595
2018-06-21T04:55:00-07:00,2018-06-21 11:55:00+00:00,2018-06-21T05:00:00-07:00,2018-06-21 12:00:00+00:00,22677
2018-06-21T05:00:00-07:00,2018-06-21 12:00:00+00:00,2018-06-21T05:05:00-07:00,2018-06-21 12:05:00+00:00,22799
2018-06-21T05:05:00-07:00,2018-06-21 12:05:00+00:00,2018-06-21T05:10:00-07:00,2018-06-21 12:10:00+00:00,23031
2018-06-21T05:10:00-07:00,2018-06-21 12:10:00+00:00,2018-06-21T05:15:00-07:00,2018-06-21 12:15:00+00:00,23255
2018-06-21T05:15:00-07:00,2018-06-21 12:15:00+00:00,2018-06-21T05:20:00-07:00,2018-06-21 12:20:00+00:00,23317
2018-06-21T05:20:00-07:00,2018-06-21 12:20:00+00:00,2018-06-21T05:25:00-07:00,2018-06-21 12:25:00+00:00,23455
2018-06-21T05:25:00-07:00,2018-06-21 12:25:00+00:00,2018-06-21T05:30:00-07:00,2018-06-21 12:30:00+00:00,23519
2018-06-21T05:30:00-07:00,2018-06-21 12:30:00+00:00,2018-06-21T05:35:00-07:00,2018-06-21 12:35:00+00:00,23518
2018-06-21T05:35:00-07:00,2018-06-21 12:35:00+00:00,2018-06-21T05:40:00-07:00,2018-06-21 12:40:00+00:00,23611
2018-06-21T05:40:00-07:00,2018-06-21 12:40:00+00:00,2018-06-21T05:45:00-07:00,2018-06-21 12:45:00+00:00,23648
2018-06-21T05:45:00-07:00,2018-06-21 12:45:00+00:00,2018-06-21T05:50:00-07:00,2018-06-21 12:50:00+00:00,23621
2018-06-21T05:50:00-07:00,2018-06-21 12:50:00+00:00,2018-06-21T05:55:00-07:00,2018-06-21 12:55:00+00:00,23645
2018-06-21T05:55:00-07:00,2018-06-21 12:55:00+00:00,2018-06-21T06:00:00-07:00,2018-06-21 13:00:00+00:00,23635
2018-06-21T06:00:00-07:00,2018-06-21 13:00:00+00:00,2018-06-21T06:05:00-07:00,2018-06-21 13:05:00+00:00,23686
2018-06-21T06:05:00-07:00,2018-06-21 13:05:00+00:00,2018-06-21T06:10:00-07:00,2018-06-21 13:10:00+00:00,23962
2018-06-21T06:10:00-07:00,2018-06-21 13:10:00+00:00,2018-06-21T06:15:00-07:00,2018-06-21 13:15:00+00:00,24167
2018-06-21T06:15:00-07:00,2018-06-21 13:15:00+00:00,2018-06-21T06:20:00-07:00,2018-06-21 13:20:00+00:00,24297
2018-06-21T06:20:00-07:00,2018-06-21 13:20:00+00:00,2018-06-21T06:25:00-07:00,2018-06-21 13:25:00+00:00,24321
2018-06-21T06:25:00-07:00,2018-06-21 13:25:00+00:00,2018-06-21T06:30:00-07:00,2018-06-21 13:30:00+00:00,24385
2018-06-21T06:30:00-07:00,2018-06-21 13:30:00+00:00,2018-06-21T06:35:00-07:00,2018-06-21 13:35:00+00:00,24490
2018-06-21T06:35:00-07:00,2018-06-21 13:35:00+00:00,2018-06-21T06:40:00-07:00,2018-06-21 13:40:00+00:00,24603
2018-06-21T06:40:00-07:00,2018-06-21 13:40:00+00:00,2018-06-21T06:45:00-07:00,2018-06-21 13:45:00+00:00,24745
2018-06-21T06:45:00-07:00,2018-06-21 13:45:00+00:00,2018-06-21T06:50:00-07:00,2018-06-21 13:50:00+00:00,24759
2018-06-21T06:50:00-07:00,2018-06-21 13:50:00+00:00,2018-06-21T06:55:00-07:00,2018-06-21 13:55:00+00:00,24832
2018-06-21T06:55:00-07:00,2018-06-21 13:55:00+00:00,2018-06-21T07:00:00-07:00,2018-06-21 14:00:00+00:00,24947
2018-06-21T07:00:00-07:00,2018-06-21 14:00:00+00:00,2018-06-21T07:05:00-07:00,2018-06-21 14:05:00+00:00,25022
2018-06-21T07:05:00-07:00,2018-06-21 14:05:00+00:00,2018-06-21T07:10:00-07:00,2018-06-21 14:10:00+00:00,25260
2018-06-21T07:10:00-07:00,2018-06-21 14:10:00+00:00,2018-06-21T07:15:00-07:00,2018-06-21 14:15:00+00:00,25477
2018-06-21T07:15:00-07:00,2018-06-21 14:15:00+00:00,2018-06-21T07:20:00-07:00,2018-06-21 14:20:00+00:00,25513
2018-06-21T07:20:00-07:00,2018-06-21 14:20:00+00:00,2018-06-21T07:25:00-07:00,2018-06-21 14:25:00+00:00,25644
2018-06-21T07:25:00-07:00,2018-06-21 14:25:00+00:00,2018-06-21T07:30:00-07:00,2018-06-21 14:30:00+00:00,25706
2018-06-21T07:30:00-07:00,2018-06-21 14:30:00+00:00,2018-06-21T07:35:00-07:00,2018-06-21 14:35:00+00:00,25808
2018-06-21T07:35:00-07:00,2018-06-21 14:35:00+00:00,2018-06-21T07:40:00-07:00,2018-06-21 14:40:00+00:00,25871
2018-06-21T07:40:00-07:00,2018-06-21 14:40:00+00:00,2018-06-21T07:45:00-07:00,2018-06-21 14:45:00+00:00,25880
2018-06-21T07:45:00-07:00,2018-06-21 14:45:00+00:00,2018-06-21T07:50:00-07:00,2018-06-21 14:50:00+00:00,25961
2018-06-21T07:50:00-07:00,2018-06-21 14:50:00+00:00,2018-06-21T07:55:00-07:00,2018-06-21 14:55:00+00:00,26039
2018-06-21T07:55:00-07:00,2018-06-21 14:55:00+00:00,2018-06-21T08:00:00-07:00,2018-06-21 15:00:00+00:00,26059
2018-06-21T08:00:00-07:00,2018-06-21 15:00:00+00:00,2018-06-21T08:05:00-07:00,2018-06-21 15:05:00+00:00,26161
2018-06-21T08:05:00-07:00,2018-06-21 15:05:00+00:00,2018-06-21T08:10:00-07:00,2018-06-21 15:10:00+00:00,26214
2018-06-21T08:10:00-07:00,2018-06-21 15:10:00+00:00,2018-06-21T08:15:00-07:00,2018-06-21 15:15:00+00:00,26393
2018-06-21T08:15:00-07:00,2018-06-21 15:15:00+00:00,2018-06-21T08:20:00-07:00,2018-06-21 15:20:00+00:00,26465
2018-06-21T08:20:00-07:00,2018-06-21 15:20:00+00:00,2018-06-21T08:25:00-07:00,2018-06-21 15:25:00+00:00,26461
2018-06-21T08:25:00-07:00,2018-06-21 15:25:00+00:00,2018-06-21T08:30:00-07:00,2018-06-21 15:30:00+00:00,26503
2018-06-21T08:30:00-07:00,2018-06-21 15:30:00+00:00,2018-06-21T08:35:00-07:00,2018-06-21 15:35:00+00:00,26511
2018-06-21T08:35:00-07:00,2018-06-21 15:35:00+00:00,2018-06-21T08:40:00-07:00,2018-06-21 15:40:00+00:00,26552
2018-06-21T08:40:00-07:00,2018-06-21 15:40:00+00:00,2018-06-21T08:45:00-07:00,2018-06-21 15:45:00+00:00,26594
2018-06-21T08:45:00-07:00,2018-06-21 15:45:00+00:00,2018-06-21T08:50:00-07:00,2018-06-21 15:50:00+00:00,26621
2018-06-21T08:50:00-07:00,2018-06-21 15:50:00+00:00,2018-06-21T08:55:00-07:00,2018-06-21 15:55:00+00:00,26630
2018-06-21T08:55:00-07:00,2018-06-21 15:55:00+00:00,2018-06-21T09:00:00-07:00,2018-06-21 16:00:00+00:00,26630
2018-06-21T09:00:00-07:00,2018-06-21 16:00:00+00:00,2018-06-21T09:05:00-07:00,2018-06-21 16:05:00+00:00,26636
2018-06-21T09:05:00-07:00,2018-06-21 16:05:00+00:00,2018-06-21T09:10:00-07:00,2018-06-21 16:10:00+00:00,26741
2018-06-21T09:10:00-07:00,2018-06-21 16:10:00+00:00,2018-06-21T09:15:00-07:00,2018-06-21 16:15:00+00:00,26816
2018-06-21T09:15:00-07:00,2018-06-21 16:15:00+00:00,2018-06-21T09:20:00-07:00,2018-06-21 16:20:00+00:00,26679
2018-06-21T09:20:00-07:00,2018-06-21 16:20:00+00:00,2018-06-21T09:25:00-07:00,2018-06-21 16:25:00+00:00,26691
2018-06-21T09:25:00-07:00,2018-06-21 16:25:00+00:00,2018-06-21T09:30:00-07:00,2018-06-21 16:30:00+00:00,26694
2018-06-21T09:30:00-07:00,2018-06-21 16:30:00+00:00,2018-06-21T09:35:00-07:00,2018-06-21 16:35:00+00:00,26720
2018-06-21T09:35:00-07:00,2018-06-21 16:35:00+00:00,2018-06-21T09:40:00-07:00,2018-06-21 16:40:00+00:00,26683
2018-06-21T09:40:00-07:00,2018-06-21 16:40:00+00:00,2018-06-21T09:45:00-07:00,2018-06-21 16:45:00+00:00,26709
2018-06-21T09:45:00-07:00,2018-06-21 16:45:00+00:00,2018-06-21T09:50:00-07:00,2018-06-21 16:50:00+00:00,26599
2018-06-21T09:50:00-07:00,2018-06-21 16:50:00+00:00,2018-06-21T09:55:00-07:00,2018-06-21 16:55:00+00:00,26776
2018-06-21T09:55:00-07:00,2018-06-21 16:55:00+00:00,2018-06-21T10:00:00-07:00,2018-06-21 17:00:00+00:00,26882
2018-06-21T10:00:00-07:00,2018-06-21 17:00:00+00:00,2018-06-21T10:05:00-07:00,2018-06-21 17:05:00+00:00,26987
2018-06-21T10:05:00-07:00,2018-06-21 17:05:00+00:00,2018-06-21T10:10:00-07:00,2018-06-21 17:10:00+00:00,27021
2018-06-21T10:10:00-07:00,2018-06-21 17:10:00+00:00,2018-06-21T10:15:00-07:00,2018-06-21 17:15:00+00:00,27055
2018-06-21T10:15:00-07:00,2018-06-21 17:15:00+00:00,2018-06-21T10:20:00-07:00,2018-06-21 17:20:00+00:00,26961
2018-06-21T10:20:00-07:00,2018-06-21 17:20:00+00:00,2018-06-21T10:25:00-07:00,2018-06-21 17:25:00+00:00,27019
2018-06-21T10:25:00-07:00,2018-06-21 17:25:00+00:00,2018-06-21T10:30:00-07:00,2018-06-21 17:30:00+00:00,27073
2018-06-21T10:30:00-07:00,2018-06-21 17:30:00+00:00,2018-06-21T10:35:00-07:00,2018-06-21 17:35:00+00:00,27074
2018-06-21T10:35:00-07:00,2018-06-21 17:35:00+00:00,2018-06-21T10:40:00-07:00,2018-06-21 17:40:00+00:00,27187
2018-06-21T10:40:00-07:00,2018-06-21 17:40:00+00:00,2018-06-21T10:45:00-07:00,2018-06-21 17:45:00+00:00,27231
2018-06-21T10:45:00-07:00,2018-06-21 17:45:00+00:00,2018-06-21T10:50:00-07:00,2018-06-21 17:50:00+00:00,27251
2018-06-21T10:50:00-07:00,2018-06-21 17:50:00+00:00,2018-06-21T10:55:00-07:00,2018-06-21 17:55:00+00:00,27388
2018-06-21T10:55:00-07:00,2018-06-21 17:55:00+00:00,2018-06-21T11:00:00-07:00,2018-06-21 18:00:00+00:00,27455
2018-06-21T11:00:00-07:00,2018-06-21 18:00:00+00:00,2018-06-21T11:05:00-07:00,2018-06-21 18:05:00+00:00,27464
2018-06-21T11:05:00-07:00,2018-06-21 18:05:00+00:00,2018-06-21T11:10:00-07:00,2018-06-21 18:10:00+00:00,27758
2018-06-21T11:10:00-07:00,2018-06-21 18:10:00+00:00,2018-06-21T11:15:00-07:00,2018-06-21 18:15:00+00:00,27790
2018-06-21T11:15:00-07:00,2018-06-21 18:15:00+00:00,2018-06-21T11:20:00-07:00,2018-06-21 18:20:00+00:00,27726
2018-06-21T11:20:00-07:00,2018-06-21 18:20:00+00:00,2018-06-21T11:25:00-07:00,2018-06-21 18:25:00+00:00,27762
2018-06-21T11:25:00-07:00,2018-06-21 18:25:00+00:00,2018-06-21T11:30:00-07:00,2018-06-21 18:30:00+00:00,27822
2018-06-21T11:30:00-07:00,2018-06-21 18:30:00+00:00,2018-06-21T11:35:00-07:00,2018-06-21 18:35:00+00:00,27885
2018-06-21T11:35:00-07:00,2018-06-21 18:35:00+00:00,2018-06-21T11:40:00-07:00,2018-06-21 18:40:00+00:00,27882
2018-06-21T11:40:00-07:00,2018-06-21 18:40:00+00:00,2018-06-21T11:45:00-07:00,2018-06-21 18:45:00+00:00,27917
2018-06-21T11:45:00-07:00,2018-06-21 18:45:00+00:00,2018-06-21T11:50:00-07:00,2018-06-21 18:50:00+00:00,27958
2018-06-21T11:50:00-07:00,2018-06-21 18:50:00+00:00,2018-06-21T11:55:00-07:00,2018-06-21 18:55:00+00:00,27931
2018-06-21T11:55:00-07:00,2018-06-21 18:55:00+00:00,2018-06-21T12:00:00-07:00,2018-06-21 19:00:00+00:00,27948
2018-06-21T12:00:00-07:00,2018-06-21 19:00:00+00:00,2018-06-21T12:05:00-07:00,2018-06-21 19:05:00+00:00,27988
2018-06-21T12:05:00-07:00,2018-06-21 19:05:00+00:00,2018-06-21T12:10:00-07:00,2018-06-21 19:10:00+00:00,28009
2018-06-21T12:10:00-07:00,2018-06-21 19:10:00+00:00,2018-06-21T12:15:00-07:00,2018-06-21 19:15:00+00:00,28112
2018-06-21T12:15:00-07:00,2018-06-21 19:15:00+00:00,2018-06-21T12:20:00-07:00,2018-06-21 19:20:00+00:00,28189
2018-06-21T12:20:00-07:00,2018-06-21 19:20:00+00:00,2018-06-21T12:25:00-07:00,2018-06-21 19:25:00+00:00,28054
2018-06-21T12:25:00-07:00,2018-06-21 19:25:00+00:00,2018-06-21T12:30:00-07:00,2018-06-21 19:30:00+00:00,28279
2018-06-21T12:30:00-07:00,2018-06-21 19:30:00+00:00,2018-06-21T12:35:00-07:00,2018-06-21 19:35:00+00:00,28368
2018-06-21T12:35:00-07:00,2018-06-21 19:35:00+00:00,2018-06-21T12:40:00-07:00,2018-06-21 19:40:00+00:00,28423
2018-06-21T12:40:00-07:00,2018-06-21 19:40:00+00:00,2018-06-21T12:45:00-07:00,2018-06-21 19:45:00+00:00,28575
2018-06-21T12:45:00-07:00,2018-06-21 19:45:00+00:00,2018-06-21T12:50:00-07:00,2018-06-21 19:50:00+00:00,28653
2018-06-21T12:50:00-07:00,2018-06-21 19:50:00+00:00,2018-06-21T12:55:00-07:00,2018-06-21 19:55:00+00:00,28760
2018-06-21T12:55:00-07:00,2018-06-21 19:55:00+00:00,2018-06-21T13:00:00-07:00,2018-06-21 20:00:00+00:00,28820
2018-06-21T13:00:00-07:00,2018-06-21 20:00:00+00:00,2018-06-21T13:05:00-07:00,2018-06-21 20:05:00+00:00,28944
2018-06-21T13:05:00-07:00,2018-06-21 20:05:00+00:00,2018-06-21T13:10:00-07:00,2018-06-21 20:10:00+00:00,29060
2018-06-21T13:10:00-07:00,2018-06-21 20:10:00+00:00,2018-06-21T13:15:00-07:00,2018-06-21 20:15:00+00:00,29202
2018-06-21T13:15:00-07:00,2018-06-21 20:15:00+00:00,2018-06-21T13:20:00-07:00,2018-06-21 20:20:00+00:00,29367
2018-06-21T13:20:00-07:00,2018-06-21 20:20:00+00:00,2018-06-21T13:25:00-07:00,2018-06-21 20:25:00+00:00,29559
2018-06-21T13:25:00-07:00,2018-06-21 20:25:00+00:00,2018-06-21T13:30:00-07:00,2018-06-21 20:30:00+00:00,29696
2018-06-21T13:30:00-07:00,2018-06-21 20:30:00+00:00,2018-06-21T13:35:00-07:00,2018-06-21 20:35:00+00:00,29779
2018-06-21T13:35:00-07:00,2018-06-21 20:35:00+00:00,2018-06-21T13:40:00-07:00,2018-06-21 20:40:00+00:00,29871
2018-06-21T13:40:00-07:00,2018-06-21 20:40:00+00:00,2018-06-21T13:45:00-07:00,2018-06-21 20:45:00+00:00,29961
2018-06-21T13:45:00-07:00,2018-06-21 20:45:00+00:00,2018-06-21T13:50:00-07:00,2018-06-21 20:50:00+00:00,30118
2018-06-21T13:50:00-07:00,2018-06-21 20:50:00+00:00,2018-06-21T13:55:00-07:00,2018-06-21 20:55:00+00:00,30245
2018-06-21T13:55:00-07:00,2018-06-21 20:55:00+00:00,2018-06-21T14:00:00-07:00,2018-06-21 21:00:00+00:00,30406
2018-06-21T14:00:00-07:00,2018-06-21 21:00:00+00:00,2018-06-21T14:05:00-07:00,2018-06-21 21:05:00+00:00,30494
2018-06-21T14:05:00-07:00,2018-06-21 21:05:00+00:00,2018-06-21T14:10:00-07:00,2018-06-21 21:10:00+00:00,30617
2018-06-21T14:10:00-07:00,2018-06-21 21:10:00+00:00,2018-06-21T14:15:00-07:00,2018-06-21 21:15:00+00:00,30752
2018-06-21T14:15:00-07:00,2018-06-21 21:15:00+00:00,2018-06-21T14:20:00-07:00,2018-06-21 21:20:00+00:00,30827
2018-06-21T14:20:00-07:00,2018-06-21 21:20:00+00:00,2018-06-21T14:25:00-07:00,2018-06-21 21:25:00+00:00,30961
2018-06-21T14:25:00-07:00,2018-06-21 21:25:00+00:00,2018-06-21T14:30:00-07:00,2018-06-21 21:30:00+00:00,31033
2018-06-21T14:30:00-07:00,2018-06-21 21:30:00+00:00,2018-06-21T14:35:00-07:00,2018-06-21 21:35:00+00:00,31166
2018-06-21T14:35:00-07:00,2018-06-21 21:35:00+00:00,2018-06-21T14:40:00-07:00,2018-06-21 21:40:00+00:00,31301
2018-06-21T14:40:00-07:00,2018-06-21 21:40:00+00:00,2018-06-21T14:45:00-07:00,2018-06-21 21:45:00+00:00,31390
2018-06-21T14:45:00-07:00,2018-06-21 21:45:00+00:00,2018-06-21T14:50:00-07:00,2018-06-21 21:50:00+00:00,31526
2018-06-21T14:50:00-07:00,2018-06-21 21:50:00+00:00,2018-06-21T14:55:00-07:00,2018-06-21 21:55:00+00:00,31718
2018-06-21T14:55:00-07:00,2018-06-21 21:55:00+00:00,2018-06-21T15:00:00-07:00,2018-06-21 22:00:00+00:00,31882
2018-06-21T15:00:00-07:00,2018-06-21 22:00:00+00:00,2018-06-21T15:05:00-07:00,2018-06-21 22:05:00+00:00,32058
2018-06-21T15:05:00-07:00,2018-06-21 22:05:00+00:00,2018-06-21T15:10:00-07:00,2018-06-21 22:10:00+00:00,32162
2018-06-21T15:10:00-07:00,2018-06-21 22:10:00+00:00,2018-06-21T15:15:00-07:00,2018-06-21 22:15:00+00:00,32247
2018-06-21T15:15:00-07:00,2018-06-21 22:15:00+00:00,2018-06-21T15:20:00-07:00,2018-06-21 22:20:00+00:00,32346
2018-06-21T15:20:00-07:00,2018-06-21 22:20:00+00:00,2018-06-21T15:25:00-07:00,2018-06-21 22:25:00+00:00,32495
2018-06-21T15:25:00-07:00,2018-06-21 22:25:00+00:00,2018-06-21T15:30:00-07:00,2018-06-21 22:30:00+00:00,32656
2018-06-21T15:30:00-07:00,2018-06-21 22:30:00+00:00,2018-06-21T15:35:00-07:00,2018-06-21 22:35:00+00:00,32802
2018-06-21T15:35:00-07:00,2018-06-21 22:35:00+00:00,2018-06-21T15:40:00-07:00,2018-06-21 22:40:00+00:00,32872
2018-06-21T15:40:00-07:00,2018-06-21 22:40:00+00:00,2018-06-21T15:45:00-07:00,2018-06-21 22:45:00+00:00,32955
2018-06-21T15:45:00-07:00,2018-06-21 22:45:00+00:00,2018-06-21T15:50:00-07:00,2018-06-21 22:50:00+00:00,33111
2018-06-21T15:50:00-07:00,2018-06-21 22:50:00+00:00,2018-06-21T15:55:00-07:00,2018-06-21 22:55:00+00:00,33255
2018-06-21T15:55:00-07:00,2018-06-21 22:55:00+00:00,2018-06-21T16:00:00-07:00,2018-06-21 23:00:00+00:00,33372
2018-06-21T16:00:00-07:00,2018-06-21 23:00:00+00:00,2018-06-21T16:05:00-07:00,2018-06-21 23:05:00+00:00,33423
2018-06-21T16:05:00-07:00,2018-06-21 23:05:00+00:00,2018-06-21T16:10:00-07:00,2018-06-21 23:10:00+00:00,33414
2018-06-21T16:10:00-07:00,2018-06-21 23:10:00+00:00,2018-06-21T16:15:00-07:00,2018-06-21 23:15:00+00:00,33494
2018-06-21T16:15:00-07:00,2018-06-21 23:15:00+00:00,2018-06-21T16:20:00-07:00,2018-06-21 23:20:00+00:00,33647
2018-06-21T16:20:00-07:00,2018-06-21 23:20:00+00:00,2018-06-21T16:25:00-07:00,2018-06-21 23:25:00+00:00,33747
2018-06-21T16:25:00-07:00,2018-06-21 23:25:00+00:00,2018-06-21T16:30:00-07:00,2018-06-21 23:30:00+00:00,33822
2018-06-21T16:30:00-07:00,2018-06-21 23:30:00+00:00,2018-06-21T16:35:00-07:00,2018-06-21 23:35:00+00:00,33971
2018-06-21T16:35:00-07:00,2018-06-21 23:35:00+00:00,2018-06-21T16:40:00-07:00,2018-06-21 23:40:00+00:00,34078
2018-06-21T16:40:00-07:00,2018-06-21 23:40:00+00:00,2018-06-21T16:45:00-07:00,2018-06-21 23:45:00+00:00,34163
2018-06-21T16:45:00-07:00,2018-06-21 23:45:00+00:00,2018-06-21T16:50:00-07:00,2018-06-21 23:50:00+00:00,34224
2018-06-21T16:50:00-07:00,2018-06-21 23:50:00+00:00,2018-06-21T16:55:00-07:00,2018-06-21 23:55:00+00:00,34241
2018-06-21T16:55:00-07:00,2018-06-21 23:55:00+00:00,2018-06-21T17:00:00-07:00,2018-06-22 00:00:00+00:00,34381
2018-06-21T17:00:00-07:00,2018-06-22 00:00:00+00:00,2018-06-21T17:05:00-07:00,2018-06-22 00:05:00+00:00,34408
2018-06-21T17:05:00-07:00,2018-06-22 00:05:00+00:00,2018-06-21T17:10:00-07:00,2018-06-22 00:10:00+00:00,34507
2018-06-21T17:10:00-07:00,2018-06-22 00:10:00+00:00,2018-06-21T17:15:00-07:00,2018-06-22 00:15:00+00:00,34559
2018-06-21T17:15:00-07:00,2018-06-22 00:15:00+00:00,2018-06-21T17:20:00-07:00,2018-06-22 00:20:00+00:00,34550
2018-06-21T17:20:00-07:00,2018-06-22 00:20:00+00:00,2018-06-21T17:25:00-07:00,2018-06-22 00:25:00+00:00,34668
