interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,load
2018-11-28T00:30:00-08:00,2018-11-28 08:30:00+00:00,2018-11-28T00:35:00-08:00,2018-11-28 08:35:00+00:00,21827
2018-11-28T00:35:00-08:00,2018-11-28 08:35:00+00:00,2018-11-28T00:40:00-08:00,2018-11-28 08:40:00+00:00,21827
2018-11-28T00:40:00-08:00,2018-11-28 08:40:00+00:00,2018-11-28T00:45:00-08:00,2018-11-28 08:45:00+00:00,20924
2018-11-28T00:45:00-08:00,2018-11-28 08:45:00+00:00,2018-11-28T00:50:00-08:00,2018-11-28 08:50:00+00:00,20915
2018-11-28T00:50:00-08:00,2018-11-28 08:50:00+00:00,2018-11-28T00:55:00-08:00,2018-11-28 08:55:00+00:00,20884
2018-11-28T00:55:00-08:00,2018-11-28 08:55:00+00:00,2018-11-28T01:00:00-08:00,2018-11-28 09:00:00+00:00,20751
2018-11-28T01:00:00-08:00,2018-11-28 09:00:00+00:00,2018-11-28T01:05:00-08:00,2018-11-28 09:05:00+00:00,20659
2018-11-28T01:05:00-08:00,2018-11-28 09:05:00+00:00,2018-11-28T01:10:00-08:00,2018-11-28 09:10:00+00:00,20611
2018-11-28T01:10:00-08:00,2018-11-28 09:10:00+00:00,2018-11-28T01:15:00-08:00,2018-11-28 09:15:00+00:00,20557
2018-11-28T01:15:00-08:00,2018-11-28 09:15:00+00:00,2018-11-28T01:20:00-08:00,2018-11-28 09:20:00+00:00,20545
2018-11-28T01:20:00-08:00,2018-11-28 09:20:00+00:00,2018-11-28T01:25:00-08:00,2018-11-28 09:25:00+00:00,20473
2018-11-28T01:25:00-08:00,2018-11-28 09:25:00+00:00,2018-11-28T01:30:00-08:00,2018-11-28 09:30:00+00:00,20384
2018-11-28T01:30:00-08:00,2018-11-28 09:30:00+00:00,2018-11-28T01:35:00-08:00,2018-11-28 09:35:00+00:00,20330
2018-11-28T01:35:00-08:00,2018-11-28 09:35:00+00:00,2018-11-28T01:40:00-08:00,2018-11-28 09:40:00+00:00,20329
2018-11-28T01:40:00-08:00,2018-11-28 09:40:00+00:00,2018-11-28T01:45:00-08:00,2018-11-28 09:45:00+00:00,20281
2018-11-28T01:45:00-08:00,2018-11-28 09:45:00+00:00,2018-11-28T01:50:00-08:00,2018-11-28 09:50:00+00:00,20242
2018-11-28T01:50:00-08:00,2018-11-28 09:50:00+00:00,2018-11-28T01:55:00-08:00,2018-11-28 09:55:00+00:00,20119
2018-11-28T01:55:00-08:00,2018-11-28 09:55:00+00:00,2018-11-28T02:00:00-08:00,2018-11-28 10:00:00+00:00,20107
2018-11-28T02:00:00-08:00,2018-11-28 10:00:00+00:00,2018-11-28T02:05:00-08:00,2018-11-28 10:05:00+00:00,20035
2018-11-28T02:05:00-08:00,2018-11-28 10:05:00+00:00,2018-11-28T02:10:00-08:00,2018-11-28 10:10:00+00:00,19993
2018-11-28T02:10:00-08:00,2018-11-28 10:10:00+00:00,2018-11-28T02:15:00-08:00,2018-11-28 10:15:00+00:00,19986
2018-11-28T02:15:00-08:00,2018-11-28 10:15:00+00:00,2018-11-28T02:20:00-08:00,2018-11-28 10:20:00+00:00,19964
2018-11-28T02:20:00-08:00,2018-11-28 10:20:00+00:00,2018-11-28T02:25:00-08:00,2018-11-28 10:25:00+00:00,19920
2018-11-28T02:25:00-08:00,2018-11-28 10:25:00+00:00,2018-11-28T02:30:00-08:00,2018-11-28 10:30:00+00:00,19899
2018-11-28T02:30:00-08:00,2018-11-28 10:30:00+00:00,2018-11-28T02:35:00-08:00,2018-11-28 10:35:00+00:00,19915
2018-11-28T02:35:00-08:00,2018-11-28 10:35:00+00:00,2018-11-28T02:40:00-08:00,2018-11-28 10:40:00+00:00,19913
2018-11-28T02:40:00-08:00,2018-11-28 10:40:00+00:00,2018-11-28T02:45:00-08:00,2018-11-28 10:45:00+00:00,19840
2018-11-28T02:45:00-08:00,2018-11-28 10:45:00+00:00,2018-11-28T02:50:00-08:00,2018-11-28 10:50:00+00:00,19804
2018-11-28T02:50:00-08:00,2018-11-28 10:50:00+00:00,2018-11-28T02:55:00-08:00,2018-11-28 10:55:00+00:00,19813
2018-11-28T02:55:00-08:00,2018-11-28 10:55:00+00:00,2018-11-28T03:00:00-08:00,2018-11-28 11:00:00+00:00,19837
2018-11-28T03:00:00-08:00,2018-11-28 11:00:00+00:00,2018-11-28T03:05:00-08:00,2018-11-28 11:05:00+00:00,19769
2018-11-28T03:05:00-08:00,2018-11-28 11:05:00+00:00,2018-11-28T03:10:00-08:00,2018-11-28 11:10:00+00:00,19751
2018-11-28T03:10:00-08:00,2018-11-28 11:10:00+00:00,2018-11-28T03:15:00-08:00,2018-11-28 11:15:00+00:00,19805
2018-11-28T03:15:00-08:00,2018-11-28 11:15:00+00:00,2018-11-28T03:20:00-08:00,2018-11-28 11:20:00+00:00,19776
2018-11-28T03:20:00-08:00,2018-11-28 11:20:00+00:00,2018-11-28T03:25:00-08:00,2018-11-28 11:25:00+00:00,19744
2018-11-28T03:25:00-08:00,2018-11-28 11:25:00+00:00,2018-11-28T03:30:00-08:00,2018-11-28 11:30:00+00:00,19785
2018-11-28T03:30:00-08:00,2018-11-28 11:30:00+00:00,2018-11-28T03:35:00-08:00,2018-11-28 11:35:00+00:00,19785
2018-11-28T03:35:00-08:00,2018-11-28 11:35:00+00:00,2018-11-28T03:40:00-08:00,2018-11-28 11:40:00+00:00,19732
2018-11-28T03:40:00-08:00,2018-11-28 11:40:00+00:00,2018-11-28T03:45:00-08:00,2018-11-28 11:45:00+00:00,19826
2018-11-28T03:45:00-08:00,2018-11-28 11:45:00+00:00,2018-11-28T03:50:00-08:00,2018-11-28 11:50:00+00:00,19846
2018-11-28T03:50:00-08:00,2018-11-28 11:50:00+00:00,2018-11-28T03:55:00-08:00,2018-11-28 11:55:00+00:00,19907
2018-11-28T03:55:00-08:00,2018-11-28 11:55:00+00:00,2018-11-28T04:00:00-08:00,2018-11-28 12:00:00+00:00,19931
2018-11-28T04:00:00-08:00,2018-11-28 12:00:00+00:00,2018-11-28T04:05:00-08:00,2018-11-28 12:05:00+00:00,19943
2018-11-28T04:05:00-08:00,2018-11-28 12:05:00+00:00,2018-11-28T04:10:00-08:00,2018-11-28 12:10:00+00:00,20028
2018-11-28T04:10:00-08:00,2018-11-28 12:10:00+00:00,2018-11-28T04:15:00-08:00,2018-11-28 12:15:00+00:00,20098
2018-11-28T04:15:00-08:00,2018-11-28 12:15:00+00:00,2018-11-28T04:20:00-08:00,2018-11-28 12:20:00+00:00,20213
2018-11-28T04:20:00-08:00,2018-11-28 12:20:00+00:00,2018-11-28T04:25:00-08:00,2018-11-28 12:25:00+00:00,20308
2018-11-28T04:25:00-08:00,2018-11-28 12:25:00+00:00,2018-11-28T04:30:00-08:00,2018-11-28 12:30:00+00:00,20369
2018-11-28T04:30:00-08:00,2018-11-28 12:30:00+00:00,2018-11-28T04:35:00-08:00,2018-11-28 12:35:00+00:00,20431
2018-11-28T04:35:00-08:00,2018-11-28 12:35:00+00:00,2018-11-28T04:40:00-08:00,2018-11-28 12:40:00+00:00,20559
2018-11-28T04:40:00-08:00,2018-11-28 12:40:00+00:00,2018-11-28T04:45:00-08:00,2018-11-28 12:45:00+00:00,20534
2018-11-28T04:45:00-08:00,2018-11-28 12:45:00+00:00,2018-11-28T04:50:00-08:00,2018-11-28 12:50:00+00:00,20581
2018-11-28T04:50:00-08:00,2018-11-28 12:50:00+00:00,2018-11-28T04:55:00-08:00,2018-11-28 12:55:00+00:00,20641
2018-11-28T04:55:00-08:00,2018-11-28 12:55:00+00:00,2018-11-28T05:00:00-08:00,2018-11-28 13:00:00+00:00,20750
2018-11-28T05:00:00-08:00,2018-11-28 13:00:00+00:00,2018-11-28T05:05:00-08:00,2018-11-28 13:05:00+00:00,20848
2018-11-28T05:05:00-08:00,2018-11-28 13:05:00+00:00,2018-11-28T05:10:00-08:00,2018-11-28 13:10:00+00:00,21129
2018-11-28T05:10:00-08:00,2018-11-28 13:10:00+00:00,2018-11-28T05:15:00-08:00,2018-11-28 13:15:00+00:00,21331
2018-11-28T05:15:00-08:00,2018-11-28 13:15:00+00:00,2018-11-28T05:20:00-08:00,2018-11-28 13:20:00+00:00,21471
2018-11-28T05:20:00-08:00,2018-11-28 13:20:00+00:00,2018-11-28T05:25:00-08:00,2018-11-28 13:25:00+00:00,21531
2018-11-28T05:25:00-08:00,2018-11-28 13:25:00+00:00,2018-11-28T05:30:00-08:00,2018-11-28 13:30:00+00:00,21627
2018-11-28T05:30:00-08:00,2018-11-28 13:30:00+00:00,2018-11-28T05:35:00-08:00,2018-11-28 13:35:00+00:00,21800
2018-11-28T05:35:00-08:00,2018-11-28 13:35:00+00:00,2018-11-28T05:40:00-08:00,2018-11-28 13:40:00+00:00,21930
2018-11-28T05:40:00-08:00,2018-11-28 13:40:00+00:00,2018-11-28T05:45:00-08:00,2018-11-28 13:45:00+00:00,22096
2018-11-28T05:45:00-08:00,2018-11-28 13:45:00+00:00,2018-11-28T05:50:00-08:00,2018-11-28 13:50:00+00:00,22204
2018-11-28T05:50:00-08:00,2018-11-28 13:50:00+00:00,2018-11-28T05:55:00-08:00,2018-11-28 13:55:00+00:00,22347
2018-11-28T05:55:00-08:00,2018-11-28 13:55:00+00:00,2018-11-28T06:00:00-08:00,2018-11-28 14:00:00+00:00,22471
2018-11-28T06:00:00-08:00,2018-11-28 14:00:00+00:00,2018-11-28T06:05:00-08:00,2018-11-28 14:05:00+00:00,22653
2018-11-28T06:05:00-08:00,2018-11-28 14:05:00+00:00,2018-11-28T06:10:00-08:00,2018-11-28 14:10:00+00:00,23118
2018-11-28T06:10:00-08:00,2018-11-28 14:10:00+00:00,2018-11-28T06:15:00-08:00,2018-11-28 14:15:00+00:00,23465
2018-11-28T06:15:00-08:00,2018-11-28 14:15:00+00:00,2018-11-28T06:20:00-08:00,2018-11-28 14:20:00+00:00,23662
2018-11-28T06:20:00-08:00,2018-11-28 14:20:00+00:00,2018-11-28T06:25:00-08:00,2018-11-28 14:25:00+00:00,23878
2018-11-28T06:25:00-08:00,2018-11-28 14:25:00+00:00,2018-11-28T06:30:00-08:00,2018-11-28 14:30:00+00:00,23996
2018-11-28T06:30:00-08:00,2018-11-28 14:30:00+00:00,2018-11-28T06:35:00-08:00,2018-11-28 14:35:00+00:00,24109
2018-11-28T06:35:00-08:00,2018-11-28 14:35:00+00:00,2018-11-28T06:40:00-08:00,2018-11-28 14:40:00+00:00,24318
2018-11-28T06:40:00-08:00,2018-11-28 14:40:00+00:00,2018-11-28T06:45:00-08:00,2018-11-28 14:45:00+00:00,24413
2018-11-28T06:45:00-08:00,2018-11-28 14:45:00+00:00,2018-11-28T06:50:00-08:00,2018-11-28 14:50:00+00:00,24477
2018-11-28T06:50:00-08:00,2018-11-28 14:50:00+00:00,2018-11-28T06:55:00-08:00,2018-11-28 14:55:00+00:00,24550
2018-11-28T06:55:00-08:00,2018-11-28 14:55:00+00:00,2018-11-28T07:00:00-08:00,2018-11-28 15:00:00+00:00,24702
2018-11-28T07:00:00-08:00,2018-11-28 15:00:00+00:00,2018-11-28T07:05:00-08:00,2018-11-28 15:05:00+00:00,24836
2018-11-28T07:05:00-08:00,2018-11-28 15:05:00+00:00,2018-11-28T07:10:00-08:00,2018-11-28 15:10:00+00:00,25046
2018-11-28T07:10:00-08:00,2018-11-28 15:10:00+00:00,2018-11-28T07:15:00-08:00,2018-11-28 15:15:00+00:00,25173
2018-11-28T07:15:00-08:00,2018-11-28 15:15:00+00:00,2018-11-28T07:20:00-08:00,2018-11-28 15:20:00+00:00,25243
2018-11-28T07:20:00-08:00,2018-11-28 15:20:00+00:00,2018-11-28T07:25:00-08:00,2018-11-28 15:25:00+00:00,25372
2018-11-28T07:25:00-08:00,2018-11-28 15:25:00+00:00,2018-11-28T07:30:00-08:00,2018-11-28 15:30:00+00:00,25455
2018-11-28T07:30:00-08:00,2018-11-28 15:30:00+00:00,2018-11-28T07:35:00-08:00,2018-11-28 15:35:00+00:00,25437
2018-11-28T07:35:00-08:00,2018-11-28 15:35:00+00:00,2018-11-28T07:40:00-08:00,2018-11-28 15:40:00+00:00,25388
2018-11-28T07:40:00-08:00,2018-11-28 15:40:00+00:00,2018-11-28T07:45:00-08:00,2018-11-28 15:45:00+00:00,25353
2018-11-28T07:45:00-08:00,2018-11-28 15:45:00+00:00,2018-11-28T07:50:00-08:00,2018-11-28 15:50:00+00:00,25306
2018-11-28T07:50:00-08:00,2018-11-28 15:50:00+00:00,2018-11-28T07:55:00-08:00,2018-11-28 15:55:00+00:00,25307
2018-11-28T07:55:00-08:00,2018-11-28 15:55:00+00:00,2018-11-28T08:00:00-08:00,2018-11-28 16:00:00+00:00,25293
2018-11-28T08:00:00-08:00,2018-11-28 16:00:00+00:00,2018-11-28T08:05:00-08:00,2018-11-28 16:05:00+00:00,25265
2018-11-28T08:05:00-08:00,2018-11-28 16:05:00+00:00,2018-11-28T08:10:00-08:00,2018-11-28 16:10:00+00:00,25387
2018-11-28T08:10:00-08:00,2018-11-28 16:10:00+00:00,2018-11-28T08:15:00-08:00,2018-11-28 16:15:00+00:00,25432
2018-11-28T08:15:00-08:00,2018-11-28 16:15:00+00:00,2018-11-28T08:20:00-08:00,2018-11-28 16:20:00+00:00,25358
2018-11-28T08:20:00-08:00,2018-11-28 16:20:00+00:00,2018-11-28T08:25:00-08:00,2018-11-28 16:25:00+00:00,25358
2018-11-28T08:25:00-08:00,2018-11-28 16:25:00+00:00,2018-11-28T08:30:00-08:00,2018-11-28 16:30:00+00:00,25441
2018-11-28T08:30:00-08:00,2018-11-28 16:30:00+00:00,2018-11-28T08:35:00-08:00,2018-11-28 16:35:00+00:00,25422
2018-11-28T08:35:00-08:00,2018-11-28 16:35:00+00:00,2018-11-28T08:40:00-08:00,2018-11-28 16:40:00+00:00,25457
2018-11-28T08:40:00-08:00,2018-11-28 16:40:00+00:00,2018-11-28T08:45:00-08:00,2018-11-28 16:45:00+00:00,25472
2018-11-28T08:45:00-08:00,2018-11-28 16:45:00+00:00,2018-11-28T08:50:00-08:00,2018-11-28 16:50:00+00:00,25467
2018-11-28T08:50:00-08:00,2018-11-28 16:50:00+00:00,2018-11-28T08:55:00-08:00,2018-11-28 16:55:00+00:00,25431
2018-11-28T08:55:00-08:00,2018-11-28 16:55:00+00:00,2018-11-28T09:00:00-08:00,2018-11-28 17:00:00+00:00,25440
2018-11-28T09:00:00-08:00,2018-11-28 17:00:00+00:00,2018-11-28T09:05:00-08:00,2018-11-28 17:05:00+00:00,25448
2018-11-28T09:05:00-08:00,2018-11-28 17:05:00+00:00,2018-11-28T09:10:00-08:00,2018-11-28 17:10:00+00:00,25398
2018-11-28T09:10:00-08:00,2018-11-28 17:10:00+00:00,2018-11-28T09:15:00-08:00,2018-11-28 17:15:00+00:00,25358
2018-11-28T09:15:00-08:00,2018-11-28 17:15:00+00:00,2018-11-28T09:20:00-08:00,2018-11-28 17:20:00+00:00,25330
2018-11-28T09:20:00-08:00,2018-11-28 17:20:00+00:00,2018-11-28T09:25:00-08:00,2018-11-28 17:25:00+00:00,25312
2018-11-28T09:25:00-08:00,2018-11-28 17:25:00+00:00,2018-11-28T09:30:00-08:00,2018-11-28 17:30:00+00:00,25348
2018-11-28T09:30:00-08:00,2018-11-28 17:30:00+00:00,2018-11-28T09:35:00-08:00,2018-11-28 17:35:00+00:00,25338
2018-11-28T09:35:00-08:00,2018-11-28 17:35:00+00:00,2018-11-28T09:40:00-08:00,2018-11-28 17:40:00+00:00,25349
2018-11-28T09:40:00-08:00,2018-11-28 17:40:00+00:00,2018-11-28T09:45:00-08:00,2018-11-28 17:45:00+00:00,25340
2018-11-28T09:45:00-08:00,2018-11-28 17:45:00+00:00,2018-11-28T09:50:00-08:00,2018-11-28 17:50:00+00:00,25351
2018-11-28T09:50:00-08:00,2018-11-28 17:50:00+00:00,2018-11-28T09:55:00-08:00,2018-11-28 17:55:00+00:00,25351
2018-11-28T09:55:00-08:00,2018-11-28 17:55:00+00:00,2018-11-28T10:00:00-08:00,2018-11-28 18:00:00+00:00,25343
2018-11-28T10:00:00-08:00,2018-11-28 18:00:00+00:00,2018-11-28T10:05:00-08:00,2018-11-28 18:05:00+00:00,25285
2018-11-28T10:05:00-08:00,2018-11-28 18:05:00+00:00,2018-11-28T10:10:00-08:00,2018-11-28 18:10:00+00:00,25254
2018-11-28T10:10:00-08:00,2018-11-28 18:10:00+00:00,2018-11-28T10:15:00-08:00,2018-11-28 18:15:00+00:00,25290
2018-11-28T10:15:00-08:00,2018-11-28 18:15:00+00:00,2018-11-28T10:20:00-08:00,2018-11-28 18:20:00+00:00,25297
2018-11-28T10:20:00-08:00,2018-11-28 18:20:00+00:00,2018-11-28T10:25:00-08:00,2018-11-28 18:25:00+00:00,25297
2018-11-28T10:25:00-08:00,2018-11-28 18:25:00+00:00,2018-11-28T10:30:00-08:00,2018-11-28 18:30:00+00:00,25277
2018-11-28T10:30:00-08:00,2018-11-28 18:30:00+00:00,2018-11-28T10:35:00-08:00,2018-11-28 18:35:00+00:00,25272
2018-11-28T10:35:00-08:00,2018-11-28 18:35:00+00:00,2018-11-28T10:40:00-08:00,2018-11-28 18:40:00+00:00,25266
2018-11-28T10:40:00-08:00,2018-11-28 18:40:00+00:00,2018-11-28T10:45:00-08:00,2018-11-28 18:45:00+00:00,25271
2018-11-28T10:45:00-08:00,2018-11-28 18:45:00+00:00,2018-11-28T10:50:00-08:00,2018-11-28 18:50:00+00:00,25214
2018-11-28T10:50:00-08:00,2018-11-28 18:50:00+00:00,2018-11-28T10:55:00-08:00,2018-11-28 18:55:00+00:00,25171
2018-11-28T10:55:00-08:00,2018-11-28 18:55:00+00:00,2018-11-28T11:00:00-08:00,2018-11-28 19:00:00+00:00,25159
2018-11-28T11:00:00-08:00,2018-11-28 19:00:00+00:00,2018-11-28T11:05:00-08:00,2018-11-28 19:05:00+00:00,25096
2018-11-28T11:05:00-08:00,2018-11-28 19:05:00+00:00,2018-11-28T11:10:00-08:00,2018-11-28 19:10:00+00:00,25013
2018-11-28T11:10:00-08:00,2018-11-28 19:10:00+00:00,2018-11-28T11:15:00-08:00,2018-11-28 19:15:00+00:00,24908
2018-11-28T11:15:00-08:00,2018-11-28 19:15:00+00:00,2018-11-28T11:20:00-08:00,2018-11-28 19:20:00+00:00,24836
2018-11-28T11:20:00-08:00,2018-11-28 19:20:00+00:00,2018-11-28T11:25:00-08:00,2018-11-28 19:25:00+00:00,24918
2018-11-28T11:25:00-08:00,2018-11-28 19:25:00+00:00,2018-11-28T11:30:00-08:00,2018-11-28 19:30:00+00:00,24885
2018-11-28T11:30:00-08:00,2018-11-28 19:30:00+00:00,2018-11-28T11:35:00-08:00,2018-11-28 19:35:00+00:00,24873
2018-11-28T11:35:00-08:00,2018-11-28 19:35:00+00:00,2018-11-28T11:40:00-08:00,2018-11-28 19:40:00+00:00,24855
2018-11-28T11:40:00-08:00,2018-11-28 19:40:00+00:00,2018-11-28T11:45:00-08:00,2018-11-28 19:45:00+00:00,24858
2018-11-28T11:45:00-08:00,2018-11-28 19:45:00+00:00,2018-11-28T11:50:00-08:00,2018-11-28 19:50:00+00:00,24789
2018-11-28T11:50:00-08:00,2018-11-28 19:50:00+00:00,2018-11-28T11:55:00-08:00,2018-11-28 19:55:00+00:00,24712
2018-11-28T11:55:00-08:00,2018-11-28 19:55:00+00:00,2018-11-28T12:00:00-08:00,2018-11-28 20:00:00+00:00,24648
2018-11-28T12:00:00-08:00,2018-11-28 20:00:00+00:00,2018-11-28T12:05:00-08:00,2018-11-28 20:05:00+00:00,24635
2018-11-28T12:05:00-08:00,2018-11-28 20:05:00+00:00,2018-11-28T12:10:00-08:00,2018-11-28 20:10:00+00:00,24650
2018-11-28T12:10:00-08:00,2018-11-28 20:10:00+00:00,2018-11-28T12:15:00-08:00,2018-11-28 20:15:00+00:00,24725
2018-11-28T12:15:00-08:00,2018-11-28 20:15:00+00:00,2018-11-28T12:20:00-08:00,2018-11-28 20:20:00+00:00,24704
2018-11-28T12:20:00-08:00,2018-11-28 20:20:00+00:00,2018-11-28T12:25:00-08:00,2018-11-28 20:25:00+00:00,24700
2018-11-28T12:25:00-08:00,2018-11-28 20:25:00+00:00,2018-11-28T12:30:00-08:00,2018-11-28 20:30:00+00:00,24731
2018-11-28T12:30:00-08:00,2018-11-28 20:30:00+00:00,2018-11-28T12:35:00-08:00,2018-11-28 20:35:00+00:00,24748
2018-11-28T12:35:00-08:00,2018-11-28 20:35:00+00:00,2018-11-28T12:40:00-08:00,2018-11-28 20:40:00+00:00,24851
2018-11-28T12:40:00-08:00,2018-11-28 20:40:00+00:00,2018-11-28T12:45:00-08:00,2018-11-28 20:45:00+00:00,24870
2018-11-28T12:45:00-08:00,2018-11-28 20:45:00+00:00,2018-11-28T12:50:00-08:00,2018-11-28 20:50:00+00:00,24825
2018-11-28T12:50:00-08:00,2018-11-28 20:50:00+00:00,2018-11-28T12:55:00-08:00,2018-11-28 20:55:00+00:00,24779
2018-11-28T12:55:00-08:00,2018-11-28 20:55:00+00:00,2018-11-28T13:00:00-08:00,2018-11-28 21:00:00+00:00,24716
2018-11-28T13:00:00-08:00,2018-11-28 21:00:00+00:00,2018-11-28T13:05:00-08:00,2018-11-28 21:05:00+00:00,24704
2018-11-28T13:05:00-08:00,2018-11-28 21:05:00+00:00,2018-11-28T13:10:00-08:00,2018-11-28 21:10:00+00:00,24818
2018-11-28T13:10:00-08:00,2018-11-28 21:10:00+00:00,2018-11-28T13:15:00-08:00,2018-11-28 21:15:00+00:00,24849
2018-11-28T13:15:00-08:00,2018-11-28 21:15:00+00:00,2018-11-28T13:20:00-08:00,2018-11-28 21:20:00+00:00,24828
2018-11-28T13:20:00-08:00,2018-11-28 21:20:00+00:00,2018-11-28T13:25:00-08:00,2018-11-28 21:25:00+00:00,24791
2018-11-28T13:25:00-08:00,2018-11-28 21:25:00+00:00,2018-11-28T13:30:00-08:00,2018-11-28 21:30:00+00:00,24879
2018-11-28T13:30:00-08:00,2018-11-28 21:30:00+00:00,2018-11-28T13:35:00-08:00,2018-11-28 21:35:00+00:00,24886
2018-11-28T13:35:00-08:00,2018-11-28 21:35:00+00:00,2018-11-28T13:40:00-08:00,2018-11-28 21:40:00+00:00,24874
2018-11-28T13:40:00-08:00,2018-11-28 21:40:00+00:00,2018-11-28T13:45:00-08:00,2018-11-28 21:45:00+00:00,24908
2018-11-28T13:45:00-08:00,2018-11-28 21:45:00+00:00,2018-11-28T13:50:00-08:00,2018-11-28 21:50:00+00:00,24918
2018-11-28T13:50:00-08:00,2018-11-28 21:50:00+00:00,2018-11-28T13:55:00-08:00,2018-11-28 21:55:00+00:00,24952
2018-11-28T13:55:00-08:00,2018-11-28 21:55:00+00:00,2018-11-28T14:00:00-08:00,2018-11-28 22:00:00+00:00,24998
2018-11-28T14:00:00-08:00,2018-11-28 22:00:00+00:00,2018-11-28T14:05:00-08:00,2018-11-28 22:05:00+00:00,25024
2018-11-28T14:05:00-08:00,2018-11-28 22:05:00+00:00,2018-11-28T14:10:00-08:00,2018-11-28 22:10:00+00:00,24972
2018-11-28T14:10:00-08:00,2018-11-28 22:10:00+00:00,2018-11-28T14:15:00-08:00,2018-11-28 22:15:00+00:00,25001
2018-11-28T14:15:00-08:00,2018-11-28 22:15:00+00:00,2018-11-28T14:20:00-08:00,2018-11-28 22:20:00+00:00,25034
2018-11-28T14:20:00-08:00,2018-11-28 22:20:00+00:00,2018-11-28T14:25:00-08:00,2018-11-28 22:25:00+00:00,25097
2018-11-28T14:25:00-08:00,2018-11-28 22:25:00+00:00,2018-11-28T14:30:00-08:00,2018-11-28 22:30:00+00:00,25241
2018-11-28T14:30:00-08:00,2018-11-28 22:30:00+00:00,2018-11-28T14:35:00-08:00,2018-11-28 22:35:00+00:00,25301
2018-11-28T14:35:00-08:00,2018-11-28 22:35:00+00:00,2018-11-28T14:40:00-08:00,2018-11-28 22:40:00+00:00,25306
2018-11-28T14:40:00-08:00,2018-11-28 22:40:00+00:00,2018-11-28T14:45:00-08:00,2018-11-28 22:45:00+00:00,25316
2018-11-28T14:45:00-08:00,2018-11-28 22:45:00+00:00,2018-11-28T14:50:00-08:00,2018-11-28 22:50:00+00:00,25379
2018-11-28T14:50:00-08:00,2018-11-28 22:50:00+00:00,2018-11-28T14:55:00-08:00,2018-11-28 22:55:00+00:00,25425
2018-11-28T14:55:00-08:00,2018-11-28 22:55:00+00:00,2018-11-28T15:00:00-08:00,2018-11-28 23:00:00+00:00,25459
2018-11-28T15:00:00-08:00,2018-11-28 23:00:00+00:00,2018-11-28T15:05:00-08:00,2018-11-28 23:05:00+00:00,25544
2018-11-28T15:05:00-08:00,2018-11-28 23:05:00+00:00,2018-11-28T15:10:00-08:00,2018-11-28 23:10:00+00:00,25528
2018-11-28T15:10:00-08:00,2018-11-28 23:10:00+00:00,2018-11-28T15:15:00-08:00,2018-11-28 23:15:00+00:00,25500
2018-11-28T15:15:00-08:00,2018-11-28 23:15:00+00:00,2018-11-28T15:20:00-08:00,2018-11-28 23:20:00+00:00,25580
2018-11-28T15:20:00-08:00,2018-11-28 23:20:00+00:00,2018-11-28T15:25:00-08:00,2018-11-28 23:25:00+00:00,25626
2018-11-28T15:25:00-08:00,2018-11-28 23:25:00+00:00,2018-11-28T15:30:00-08:00,2018-11-28 23:30:00+00:00,25679
2018-11-28T15:30:00-08:00,2018-11-28 23:30:00+00:00,2018-11-28T15:35:00-08:00,2018-11-28 23:35:00+00:00,25762
2018-11-28T15:35:00-08:00,2018-11-28 23:35:00+00:00,2018-11-28T15:40:00-08:00,2018-11-28 23:40:00+00:00,25796
2018-11-28T15:40:00-08:00,2018-11-28 23:40:00+00:00,2018-11-28T15:45:00-08:00,2018-11-28 23:45:00+00:00,25830
2018-11-28T15:45:00-08:00,2018-11-28 23:45:00+00:00,2018-11-28T15:50:00-08:00,2018-11-28 23:50:00+00:00,25843
2018-11-28T15:50:00-08:00,2018-11-28 23:50:00+00:00,2018-11-28T15:55:00-08:00,2018-11-28 23:55:00+00:00,25902
2018-11-28T15:55:00-08:00,2018-11-28 23:55:00+00:00,2018-11-28T16:00:00-08:00,2018-11-29 00:00:00+00:00,25977
2018-11-28T16:00:00-08:00,2018-11-29 00:00:00+00:00,2018-11-28T16:05:00-08:00,2018-11-29 00:05:00+00:00,26084
2018-11-28T16:05:00-08:00,2018-11-29 00:05:00+00:00,2018-11-28T16:10:00-08:00,2018-11-29 00:10:00+00:00,26102
2018-11-28T16:10:00-08:00,2018-11-29 00:10:00+00:00,2018-11-28T16:15:00-08:00,2018-11-29 00:15:00+00:00,26137
2018-11-28T16:15:00-08:00,2018-11-29 00:15:00+00:00,2018-11-28T16:20:00-08:00,2018-11-29 00:20:00+00:00,26286
2018-11-28T16:20:00-08:00,2018-11-29 00:20:00+00:00,2018-11-28T16:25:00-08:00,2018-11-29 00:25:00+00:00,26426
2018-11-28T16:25:00-08:00,2018-11-29 00:25:00+00:00,2018-11-28T16:30:00-08:00,2018-11-29 00:30:00+00:00,26620
2018-11-28T16:30:00-08:00,2018-11-29 00:30:00+00:00,2018-11-28T16:35:00-08:00,2018-11-29 00:35:00+00:00,26726
2018-11-28T16:35:00-08:00,2018-11-29 00:35:00+00:00,2018-11-28T16:40:00-08:00,2018-11-29 00:40:00+00:00,26955
2018-11-28T16:40:00-08:00,2018-11-29 00:40:00+00:00,2018-11-28T16:45:00-08:00,2018-11-29 00:45:00+00:00,27170
2018-11-28T16:45:00-08:00,2018-11-29 00:45:00+00:00,2018-11-28T16:50:00-08:00,2018-11-29 00:50:00+00:00,27372
